Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,14434,0,1700.0,1750.163651409053,318.469543941319,4537.941738031805,2870198.5525148953,47.98290027034331,0.0,1700,1900,2000,2100,2500,2800,3100,3400,4000,4500,4500
,Aggregated,14434,0,1700.0,1750.163651409053,318.469543941319,4537.941738031805,2870198.5525148953,47.98290027034331,0.0,1700,1900,2000,2100,2500,2800,3100,3400,4000,4500,4500
