Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Tax_Hybrid01,6197,0,4600.0,4636.805786159124,346.20027599157766,11816.541392996442,9306248.236404711,20.704982095916463,0.0,4600,5100,5400,5500,6300,7300,8000,8500,10000,12000,12000
,Aggregated,6197,0,4600.0,4636.805786159124,346.20027599157766,11816.541392996442,9306248.236404711,20.704982095916463,0.0,4600,5100,5400,5500,6300,7300,8000,8500,10000,12000,12000
