Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Tax_Vector,8237,0,3400.0,3497.2567869330815,313.29163900227286,8082.474922994152,10412525.140706567,27.507121502989804,0.0,3400,3700,3900,4100,4600,4900,5300,5500,6500,8100,8100
,Aggregated,8237,0,3400.0,3497.2567869330815,313.29163900227286,8082.474922994152,10412525.140706567,27.507121502989804,0.0,3400,3700,3900,4100,4600,4900,5300,5500,6500,8100,8100
