Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Hybrid_0.1_Multi_Collection_Search,14188,0,38,39.608988646505125,28.21151103125885,114.6339779952541,261634.92747392162,47.41216748896667,0.0,38,40,42,44,49,57,65,70,88,110,110
,Aggregated,14188,0,38,39.608988646505125,28.21151103125885,114.6339779952541,261634.92747392162,47.41216748896667,0.0,38,40,42,44,49,57,65,70,88,110,110
