Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1760897408,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1760897409,5,,Aggregated,0.000000,0.000000,49,49,49,69,69,69,69,69,69,69,69,5,0,49,51.665074401535094,45.1928399852477,69.00644896086305,253540.2
1760897410,10,,Aggregated,0.000000,0.000000,46,49,49,49,50,69,69,69,69,69,69,11,0,46,46.79050418251956,32.078411953989416,69.00644896086305,233810.36363636365
1760897411,15,,Aggregated,5.000000,0.000000,46,49,50,51,56,56,69,69,69,69,69,22,0,45,44.720091187627986,30.21297400118783,69.00644896086305,246123.45454545456
1760897412,20,,Aggregated,5.000000,0.000000,44,49,50,50,56,68,69,69,69,69,69,36,0,44,44.084729890326145,30.21297400118783,69.00644896086305,276170.6388888889
1760897413,25,,Aggregated,5.500000,0.000000,41,48,50,51,56,56,68,69,69,69,69,51,0,41,42.91811392427988,30.21297400118783,69.00644896086305,280524.82352941175
1760897414,30,,Aggregated,7.000000,0.000000,40,47,50,51,56,56,68,69,69,69,69,70,0,40,41.932875029410106,30.21297400118783,69.00644896086305,267806.85714285716
1760897415,35,,Aggregated,10.200000,0.000000,40,46,49,50,53,56,68,69,69,69,69,88,0,40,41.50577910199486,29.905520961619914,69.00644896086305,270776.63636363635
1760897416,40,,Aggregated,11.666667,0.000000,38,44,49,50,53,56,66,68,69,69,69,108,0,38,41.13162244310068,29.905520961619914,69.00644896086305,268627.5
1760897417,45,,Aggregated,12.142857,0.000000,39,45,49,50,53,57,66,68,69,69,69,132,0,38,41.25526881023578,29.905520961619914,69.00644896086305,271598.7196969697
1760897418,50,,Aggregated,13.375000,0.000000,39,44,49,51,56,60,68,75,82,82,82,156,0,39,41.79204214671746,29.905520961619914,82.09359599277377,270414.39743589744
1760897419,55,,Aggregated,14.444444,0.000000,38,44,48,50,56,60,68,75,82,82,82,185,0,38,41.24380942603976,29.0139700518921,82.09359599277377,266865.20540540543
1760897420,60,,Aggregated,14.444444,0.000000,38,44,48,50,56,62,69,75,86,86,86,220,0,38,41.656324331680395,28.894698014482856,86.24867000617087,266109.0272727273
1760897421,65,,Aggregated,17.900000,0.000000,38,44,48,51,57,65,77,84,86,86,86,258,0,38,42.087368453472,28.894698014482856,86.24867000617087,262763.47286821704
1760897422,70,,Aggregated,20.900000,0.000000,37,43,48,50,56,63,77,84,86,86,86,291,0,37,41.50551394099382,28.894698014482856,86.24867000617087,262294.2268041237
1760897423,75,,Aggregated,23.600000,0.000000,37,42,48,49,56,63,75,82,86,86,86,331,0,37,41.42306271249012,28.894698014482856,86.24867000617087,261568.96374622357
1760897424,80,,Aggregated,25.200000,0.000000,38,42,48,50,56,63,74,82,86,86,86,374,0,38,41.52189118412254,28.894698014482856,86.24867000617087,260653.31016042782
1760897425,85,,Aggregated,27.800000,0.000000,38,42,48,50,56,63,73,78,86,86,86,423,0,38,41.62652923859849,28.894698014482856,86.24867000617087,259446.3498817967
1760897426,90,,Aggregated,30.300000,0.000000,37,42,47,50,56,64,74,84,89,89,89,469,0,37,41.53256142858976,28.894698014482856,89.49295000638813,261284.03837953092
1760897427,95,,Aggregated,33.400000,0.000000,37,41,47,49,56,63,73,82,89,89,89,523,0,37,41.20705146856702,28.894698014482856,89.49295000638813,261567.19694072657
1760897428,100,,Aggregated,35.900000,0.000000,37,41,47,49,56,63,72,82,89,89,89,569,0,37,41.15289372395272,28.894698014482856,89.49295000638813,262360.8822495606
