Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Hybrid_0.9_Multi_Collection_Search,18565,0,1500.0,1548.2456148680528,259.3194099608809,4930.99743896164,1401289.290762187,61.98442707937455,0.0,1500,1700,1800,1900,2100,2400,2800,3100,4300,4800,4900
,Aggregated,18565,0,1500.0,1548.2456148680528,259.3194099608809,4930.99743896164,1401289.290762187,61.98442707937455,0.0,1500,1700,1800,1900,2100,2400,2800,3100,4300,4800,4900
