Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Single_Hybrid01_Search,997,0,34,35.62297523595017,26.67297300649807,84.66683700680733,246953.43831494483,52.49121821841408,0.0,34,36,37,38,43,53,60,64,85,85,85
,Aggregated,997,0,34,35.62297523595017,26.67297300649807,84.66683700680733,246953.43831494483,52.49121821841408,0.0,34,36,37,38,43,53,60,64,85,85,85
