Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,14375,0,2500.0,2644.270214273622,116.14776588976383,9348.204231122509,3776025.631373913,47.22923928662792,0.0,2500,2700,2900,2900,4000,4500,5000,5200,6500,8100,9300
,Aggregated,14375,0,2500.0,2644.270214273622,116.14776588976383,9348.204231122509,3776025.631373913,47.22923928662792,0.0,2500,2700,2900,2900,4000,4500,5000,5200,6500,8100,9300
