Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Mixed_bm25_Multi_Collection,3979,0,210.0,243.18202829359007,56.561267003417015,1138.791996985674,1569947.580296557,13.316811388778412,0.0,210,260,300,330,440,550,670,760,1100,1100,1100
POST,Mixed_hybrid_0.1_Multi_Collection,3932,0,520.0,594.9898411977907,215.56443895678967,1766.0276289680041,2070994.9809257376,13.159513038621943,0.0,520,640,720,800,980,1100,1300,1400,1700,1800,1800
POST,Mixed_hybrid_0.9_Multi_Collection,3808,0,500.0,570.5988018772059,209.4927040161565,1624.8707320191897,1226871.612657563,12.744513136081476,0.0,500,600,690,760,950,1100,1200,1300,1500,1600,1600
,Aggregated,11719,0,410.0,467.61341272449204,56.561267003417015,1766.0276289680041,1626580.8335182182,39.22083756348183,0.0,410,520,600,660,860,1000,1200,1300,1600,1700,1800
