Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Hybrid_0.1_Multi_Collection_Search,8981,0,1200.0,1221.9278946598902,201.53272798052058,3268.7811619834974,1714196.6502616636,29.97798399353571,0.0,1200,1400,1500,1600,1800,2100,2400,2600,3000,3300,3300
,Aggregated,8981,0,1200.0,1221.9278946598902,201.53272798052058,3268.7811619834974,1714196.6502616636,29.97798399353571,0.0,1200,1400,1500,1600,1800,2100,2400,2600,3000,3300,3300
