Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Tax_Vector,8236,0,3400.0,3489.6920403686127,328.43012300145347,7426.266465990921,10420823.508984944,27.51389064282994,0.0,3400,3700,3900,4100,4600,5000,5400,5800,6600,7400,7400
,Aggregated,8236,0,3400.0,3489.6920403686127,328.43012300145347,7426.266465990921,10420823.508984944,27.51389064282994,0.0,3400,3700,3900,4100,4600,5000,5400,5800,6600,7400,7400
