Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,31434,0,1200.0,1141.0453691445962,80.12294513173401,4702.261068858206,1724871.7779156328,103.92990704910486,0.0,1200,1200,1300,1300,1400,1400,1400,1500,3700,4700,4700
,Aggregated,31434,0,1200.0,1141.0453691445962,80.12294513173401,4702.261068858206,1724871.7779156328,103.92990704910486,0.0,1200,1200,1300,1300,1400,1400,1400,1500,3700,4700,4700
