Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,12405,5,4800.0,5143.804682067552,238.33946092054248,17788.653122028336,2880370.1215638854,40.961144441487626,0.016509933269442816,4800,6000,6900,7400,8600,9600,11000,12000,15000,16000,18000
,Aggregated,12405,5,4800.0,5143.804682067552,238.33946092054248,17788.653122028336,2880370.1215638854,40.961144441487626,0.016509933269442816,4800,6000,6900,7400,8600,9600,11000,12000,15000,16000,18000
