Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Tax_BM25_Search,17093,0,1400.0,1427.448906151661,77.0096069900319,3988.6489679920487,4406560.4689054,56.81287976360373,0.0,1400,1500,1600,1600,2100,2200,2400,2600,3100,3800,4000
,Aggregated,17093,0,1400.0,1427.448906151661,77.0096069900319,3988.6489679920487,4406560.4689054,56.81287976360373,0.0,1400,1500,1600,1600,2100,2200,2400,2600,3100,3800,4000
