Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,9343,0,3000.0,3048.7534637600884,275.0961480051046,7099.289982987102,3044237.0961147384,31.247257950288144,0.0,3000,3200,3400,3500,4000,4400,4800,5100,5900,7100,7100
,Aggregated,9343,0,3000.0,3048.7534637600884,275.0961480051046,7099.289982987102,3044237.0961147384,31.247257950288144,0.0,3000,3200,3400,3500,4000,4400,4800,5100,5900,7100,7100
