Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,14730,0,1900.0,1956.8972246199614,188.8552640157286,5693.908230983652,723026.8655125594,49.175728454837326,0.0,1900,2100,2200,2400,2900,3500,4000,4200,4900,5200,5700
,Aggregated,14730,0,1900.0,1956.8972246199614,188.8552640157286,5693.908230983652,723026.8655125594,49.175728454837326,0.0,1900,2100,2200,2400,2900,3500,4000,4200,4900,5200,5700
