Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,14424,0,9,12.179560223773322,4.605132970027626,59.47471997933462,88640.33264004438,48.193445053044144,0.0,9,13,15,16,21,29,34,38,48,59,59
,Aggregated,14424,0,9,12.179560223773322,4.605132970027626,59.47471997933462,88640.33264004438,48.193445053044144,0.0,9,13,15,16,21,29,34,38,48,59,59
