Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Single_Vector_Search,72513,0,370.0,395.19109181205505,31.335629988461733,3057.9628049745224,297638.3688993698,242.64859748811568,0.0,370,420,450,470,540,610,850,1200,2000,2500,3100
,Aggregated,72513,0,370.0,395.19109181205505,31.335629988461733,3057.9628049745224,297638.3688993698,242.64859748811568,0.0,370,420,450,470,540,610,850,1200,2000,2500,3100
