Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,23706,0,1000.0,1110.5336680303035,61.028395022731274,3583.304698986467,1802986.4981439298,78.93767025088803,0.0,1000,1200,1400,1500,1800,2100,2500,2700,3100,3300,3600
,Aggregated,23706,0,1000.0,1110.5336680303035,61.028395022731274,3583.304698986467,1802986.4981439298,78.93767025088803,0.0,1000,1200,1400,1500,1800,2100,2500,2700,3100,3300,3600
