Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,14201,0,45,50.25226706785097,28.538624988868833,173.97384502692148,844643.2527990986,47.420398870927976,0.0,45,52,57,60,73,88,99,110,150,170,170
,Aggregated,14201,0,45,50.25226706785097,28.538624988868833,173.97384502692148,844643.2527990986,47.420398870927976,0.0,45,52,57,60,73,88,99,110,150,170,170
