Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Hybrid_0.1_Multi_Collection_Search,9461,0,1000.0,1060.8639194107727,181.58363294787705,2890.6646629911847,834799.6877708487,31.595659135284986,0.0,1000,1200,1300,1400,1700,1900,2100,2300,2600,2900,2900
,Aggregated,9461,0,1000.0,1060.8639194107727,181.58363294787705,2890.6646629911847,834799.6877708487,31.595659135284986,0.0,1000,1200,1300,1400,1700,1900,2100,2300,2600,2900,2900
