Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1762256029,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1762256030,5,,Aggregated,0.000000,0.000000,30,34,40,42,51,75,83,83,86,86,86,136,0,29,33.928075142766296,18.439851002767682,86.25780302099884,366928.7867647059
1762256031,10,,Aggregated,0.000000,0.000000,34,39,44,48,59,79,90,110,110,110,110,360,0,33,38.48510502979884,18.439851002767682,107.63793811202049,366955.2138888889
1762256032,15,,Aggregated,125.000000,0.000000,37,44,49,53,67,83,95,110,140,140,140,653,0,37,42.648362099930395,18.439851002767682,142.71163498051465,371057.98621745786
1762256033,20,,Aggregated,171.000000,0.000000,41,47,53,57,73,88,110,110,140,140,140,993,0,41,45.90232664773622,18.439851002767682,142.71163498051465,369492.3282980866
1762256034,25,,Aggregated,207.333333,0.000000,45,53,59,64,83,95,110,120,140,150,150,1341,0,45,50.36530294299326,18.439851002767682,147.5560199469328,369400.7158836689
1762256035,30,,Aggregated,239.250000,0.000000,49,59,67,72,88,100,120,130,170,170,170,1711,0,49,54.83938879804269,18.439851002767682,168.8318580854684,368171.1192285213
1762256036,35,,Aggregated,260.400000,0.000000,54,65,74,79,94,110,130,150,180,180,180,2086,0,54,59.57289622857281,18.439851002767682,184.88465598784387,367460.8192713327
1762256037,40,,Aggregated,278.000000,0.000000,59,72,81,87,100,120,150,160,190,210,210,2463,0,59,64.38330742441666,18.439851002767682,211.95011399686337,366331.99147381244
1762256038,45,,Aggregated,291.142857,0.000000,64,78,87,92,110,130,160,180,240,340,340,2850,0,64,69.12129762794888,18.439851002767682,342.1674109995365,366941.91298245615
1762256039,50,,Aggregated,300.625000,0.000000,69,85,93,100,120,140,170,180,260,340,340,3244,0,69,74.08588441166597,18.439851002767682,342.1674109995365,367338.58569667075
1762256040,55,,Aggregated,310.333333,0.000000,75,91,100,110,130,150,170,190,280,340,340,3642,0,74,79.10663240126608,18.439851002767682,342.1674109995365,367210.2539813289
1762256041,60,,Aggregated,317.000000,0.000000,79,97,110,110,130,160,180,200,280,340,340,4030,0,79,83.79636524099551,18.439851002767682,342.1674109995365,366373.8538461538
1762256042,65,,Aggregated,343.100000,0.000000,85,100,120,120,140,170,200,220,280,340,340,4414,0,85,88.91028071012884,18.439851002767682,342.1674109995365,365956.97032170364
1762256043,70,,Aggregated,359.600000,0.000000,89,110,120,130,150,170,210,230,330,390,390,4815,0,89,93.934084100142,18.439851002767682,388.5279060341418,366241.49470404984
1762256044,75,,Aggregated,369.600000,0.000000,94,120,130,140,160,180,210,240,330,430,430,5215,0,94,98.84475590937976,18.439851002767682,426.65857286192477,365853.4803451582
1762256045,80,,Aggregated,375.000000,0.000000,99,120,140,150,170,190,230,250,340,470,470,5603,0,99,103.97474910286338,18.439851002767682,473.3521279413253,365814.18347313936
1762256046,85,,Aggregated,378.900000,0.000000,100,130,140,150,180,200,230,260,390,470,470,5998,0,100.0,108.85278744403044,18.439851002767682,473.3521279413253,365271.41463821277
1762256047,90,,Aggregated,380.900000,0.000000,110,140,150,160,190,210,240,270,420,500,500,6402,0,110.0,113.95522487593186,18.439851002767682,502.95808888040483,365263.83270852856
1762256048,95,,Aggregated,382.300000,0.000000,110,140,160,170,190,220,260,280,420,500,500,6785,0,110.0,118.82868381646065,18.439851002767682,502.95808888040483,365077.72837140755
1762256049,100,,Aggregated,385.500000,0.000000,120,150,170,180,210,230,260,290,450,570,570,7201,0,120.0,124.39099396081038,18.439851002767682,566.3119470700622,365486.3134286905
1762256050,105,,Aggregated,385.100000,0.000000,120,160,170,190,220,240,270,310,500,590,590,7595,0,120.0,129.4588546409352,18.439851002767682,589.960590004921,365420.6240947992
1762256051,110,,Aggregated,385.200000,0.000000,130,160,180,190,220,250,280,320,500,590,590,7979,0,130.0,134.48231117693078,18.439851002767682,589.960590004921,365354.4768768016
1762256052,115,,Aggregated,385.200000,0.000000,130,170,190,200,230,260,290,330,470,590,590,8394,0,130.0,139.97935837209388,18.439851002767682,589.960590004921,364832.62342149153
1762256053,120,,Aggregated,385.600000,0.000000,140,180,200,210,240,270,290,330,500,590,590,8787,0,140.0,145.21327415427473,18.439851002767682,589.960590004921,364749.60259474226
1762256054,125,,Aggregated,385.900000,0.000000,150,190,210,220,250,280,300,330,540,590,590,9195,0,150.0,150.70421498938848,18.439851002767682,589.960590004921,364761.5667210441
1762256055,130,,Aggregated,385.400000,0.000000,150,190,220,230,260,290,310,330,540,590,590,9623,0,150.0,156.3774356839426,18.439851002767682,589.960590004921,364593.3918736361
1762256056,135,,Aggregated,385.300000,0.000000,160,200,230,240,270,300,320,340,560,590,790,10022,0,160.0,161.58436304275182,18.439851002767682,793.3597289957106,364520.09918180003
1762256057,140,,Aggregated,384.300000,0.000000,160,210,230,250,280,310,330,360,570,600,790,10434,0,160.0,167.18464042604555,18.439851002767682,793.3597289957106,364660.01552616444
1762256059,145,,Aggregated,383.300000,0.000000,170,220,240,260,290,320,340,360,590,620,790,10853,0,170.0,172.67015045490294,18.439851002767682,793.3597289957106,364962.91255873954
1762256060,150,,Aggregated,382.500000,0.000000,170,220,250,270,300,320,350,370,600,850,850,11287,0,170.0,178.05524451272464,18.439851002767682,851.9043629057705,364968.79170727386
