Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,59810,0,1200.0,1348.2105171587443,150.7229609414935,5589.81045987457,127410.7707239592,199.620700895923,0.0,1200,1500,1600,1800,2200,2600,3000,3400,4300,5300,5600
,Aggregated,59810,0,1200.0,1348.2105171587443,150.7229609414935,5589.81045987457,127410.7707239592,199.620700895923,0.0,1200,1500,1600,1800,2200,2600,3000,3400,4300,5300,5600
