Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,181498,0,280.0,334.96103360683185,18.722434993833303,3344.10884603858,157977.94370185898,605.3456514886309,0.0,280,350,400,450,610,770,960,1100,2000,2700,3300
,Aggregated,181498,0,280.0,334.96103360683185,18.722434993833303,3344.10884603858,157977.94370185898,605.3456514886309,0.0,280,350,400,450,610,770,960,1100,2000,2700,3300
