Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,BM25_Multi_Collection_Search,30641,0,1200.0,1161.9352100111103,59.061428997665644,4894.496620865539,1733116.851342972,101.95833629461085,0.0,1200,1300,1300,1300,1400,1400,1500,1900,3800,4800,4900
,Aggregated,30641,0,1200.0,1161.9352100111103,59.061428997665644,4894.496620865539,1733116.851342972,101.95833629461085,0.0,1200,1300,1300,1300,1400,1400,1500,1900,3800,4800,4900
