Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Single_Vector_Search,1426,0,25,25.360689365822918,20.702301000710577,49.90398098016158,67345.095371669,75.03788327711796,0.0,25,26,27,27,28,30,34,37,43,50,50
,Aggregated,1426,0,25,25.360689365822918,20.702301000710577,49.90398098016158,67345.095371669,75.03788327711796,0.0,25,26,27,27,28,30,34,37,43,50,50
