Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Vector_Multi_Collection_Search,145,0,240.0,239.0213804219143,213.50322698708624,360.38722400553524,2868175.0137931034,7.701822760512214,0.0,240,240,250,250,260,270,300,320,360,360,360
,Aggregated,145,0,240.0,239.0213804219143,213.50322698708624,360.38722400553524,2868175.0137931034,7.701822760512214,0.0,240,240,250,250,260,270,300,320,360,360,360
