Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Single_Mixed_Search,1631,0,26,22.491296565584562,2.550609002355486,60.25421799859032,16545.513182096875,85.77543461986312,0.0,26,28,29,30,32,34,38,42,60,60,60
,Aggregated,1631,0,26,22.491296565584562,2.550609002355486,60.25421799859032,16545.513182096875,85.77543461986312,0.0,26,28,29,30,32,34,38,42,60,60,60
