Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Hybrid_0.9_Multi_Collection_Search,19899,0,2700.0,2781.9767678209946,288.50505501031876,9381.643933942541,1408590.2923262476,66.49674840824625,0.0,2700,3100,3400,3600,4100,4700,5400,6000,7500,8700,9400
,Aggregated,19899,0,2700.0,2781.9767678209946,288.50505501031876,9381.643933942541,1408590.2923262476,66.49674840824625,0.0,2700,3100,3400,3600,4100,4700,5400,6000,7500,8700,9400
